424400,2260.767921
960000,469.1848628
960000,469.1848628
424400,2260.767921
547200,1400.68804
727200,1292.760117
907200,506.7624505
727200,1292.760117
907200,506.7624505
674400,1353.753359
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
960000,469.1848628
424400,2260.767921
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
960000,469.1848628
424400,2260.767921
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
960000,469.1848628
424400,2260.767921
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
960000,469.1848628
424400,2260.767921
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
960000,469.1848628
424400,2260.767921
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
960000,469.1848628
424400,2260.767921
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
547200,1400.68804
674400,1353.753359
424400,2260.767921
960000,469.1848628
727200,1292.760117
907200,506.7624505
